Année du Baccalauréat;Enseignements de spécialité;Formation;Nombre de candidats bacheliers ayant confirmé au moins un vœu;Nombre de candidats bacheliers ayant reçu au moins une proposition d'admission;Nombre de candidats bacheliers ayant accepté une proposition d'admission
2023;Physique-Chimie Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sciences du langage - Linguistique;3;0;0
2023;Physique-Chimie Spécialité,Sciences de la vie et de la Terre Spécialité;BTS Service;6763;2857;628
2023;Physique-Chimie Spécialité,Sciences de la vie et de la Terre Spécialité;CPGE L;295;191;54
2023;Physique-Chimie Spécialité,Sciences de la vie et de la Terre Spécialité;Licence Informatique;2892;252;36
2023;Physique-Chimie Spécialité,Éducation physique, pratiques et culture sportives;CPGE ECG;0;0;0
2023;Physique-Chimie Spécialité,Éducation physique, pratiques et culture sportives;Licence Formation générale aux métiers de l ingénieur;0;0;0
2023;Sciences Economiques et Sociales Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Mathématiques;142;21;1
2023;Sciences Economiques et Sociales Spécialité,Humanités, Littérature et Philosophie;Autres formations;1316;451;169
2023;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;DCG;8;2;1
2023;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;Ensemble des bacheliers;113;99;85
2023;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Pluri Sciences économiques - Gestion;53;29;11
2023;Sciences Economiques et Sociales Spécialité,Éducation physique, pratiques et culture sportives;Formations des écoles nationales vétérinaires;0;0;0
2023;Sciences de l'ingénieur et sciences physiques,Humanités, Littérature et Philosophie;Licence Philosophie, Epistémologie;4;3;1
2023;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;DEUST;4;0;0
2023;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;Licence Pluri Droit - Sciences éco - AES;0;0;0
2023;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Electronique, Génie électrique, EEA;4;2;0
2023;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence MASS;14;6;2
2023;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Pluri Droit - Sciences éco - AES;0;0;0
2023;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Licence Sciences de l univers, de la terre, de l espace;98;38;3
2023;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Licence Sociologie, Démographie;38;31;4
2021;Art,Art;Licence Sciences et technologies industrielles;0;0;0
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Arts;1402;1034;462
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Géographie;279;167;50
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0;0
2021;Art,Physique-Chimie Spécialité;Licence Langues et littératures étrangères;60;46;13
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Informatique;2;0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;0;0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence STAPS;0;0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;CPGE ECG;0;0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;D.E sanitaire;1;0;0
2021;Sciences de l'ingénieur et sciences physiques,Humanités, Littérature et Philosophie;BUT Service;3;2;2
2021;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;Licence Pluri Langues;0;0;0
2021;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Mathématiques;72;33;6
2021;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Sciences de l univers, de la terre, de l espace;12;0;0
2021;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Sciences et technologies industrielles;21;7;2
2021;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;BTS Production;170;111;36
2021;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Géographie;641;482;159
2021;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Philosophie, Epistémologie;110;51;11
2021;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;BUT Service;821;211;95
2021;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences humaines et sociales;35;4;0
2021;Sciences de la vie et de la Terre Spécialité,Numérique et Sciences Informatiques;Licence Electronique, Génie électrique, EEA;3;2;1
2021;Sciences de la vie et de la Terre Spécialité,Numérique et Sciences Informatiques;Licence Formation générale aux métiers de l ingénieur;35;9;3
2021;Sciences de la vie et de la Terre Spécialité,Numérique et Sciences Informatiques;Licence Génie civil;5;4;1
2022;Art,Histoire-Géographie, Géopolitique et Sciences politiques;CPGE S;58;20;7
2022;Art,Humanités, Littérature et Philosophie;Licence Sciences politiques;33;7;3
2022;Art,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences fondamentales et applications;0;0;0
2022;Art,Numérique et Sciences Informatiques;BTS Production;34;19;6
2022;Art,Physique-Chimie Spécialité;Licence AES;10;6;1
2022;Art,Sciences Economiques et Sociales Spécialité;Ensemble des bacheliers;2724;2300;1801
2022;Art,Sciences de l'ingénieur et sciences physiques;Sciences po;0;0;0
2022;Biologie/Ecologie,Humanités, Littérature et Philosophie;PASS;0;0;0
2022;Biologie/Ecologie,Humanités, Littérature et Philosophie;Ecoles d'ingénieurs;0;0;0
2022;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Electronique, Génie électrique, EEA;0;0;0
2022;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence LEA;2;2;1
2022;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence Langues et littératures étrangères;0;0;0
2022;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0;0
2022;Biologie/Ecologie,Sciences de la vie et de la Terre Spécialité;Licence Physique;0;0;0
2022;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Ensemble des bacheliers;12738;12085;11047
2022;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Pluri Droit - Sciences éco - AES;19;0;0
2022;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Autres formations;2381;784;309
2022;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Philosophie, Epistémologie;6;5;1
2022;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Sciences de gestion;9;1;0
2022;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Sciences politiques;40;7;3
2022;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;D.E sanitaire;2;0;0
2022;Littérature et langues et cultures de l'Antiquité,Art;Licence Géographie;0;0;0
2022;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence MASS;0;0;0
2022;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0;0
2022;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Psychlogie, Sciences cognitives;14;11;5
2022;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;D.E sanitaire;1;0;0
2022;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Formation générale aux métiers de l ingénieur;0;0;0
2022;Mathématiques Spécialité,Humanités, Littérature et Philosophie;Licence Physique et chimie;1;1;0
2022;Mathématiques Spécialité,Humanités, Littérature et Philosophie;Licence Pluri Droit - Sciences éco - AES;1;0;0
2022;Mathématiques Spécialité,Humanités, Littérature et Philosophie;CPGE ECG;102;82;36
2022;Mathématiques Spécialité,Humanités, Littérature et Philosophie;CPGE S;25;5;2
2022;Mathématiques Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Sociologie, Démographie;155;111;15
2022;Mathématiques Spécialité,Langues, littératures et cultures étrangères et régionales;Licence L.AS;630;249;52
2022;Mathématiques Spécialité,Numérique et Sciences Informatiques;Licence Pluri Langues;1;0;0
2022;Mathématiques Spécialité,Numérique et Sciences Informatiques;Licence Sciences de gestion;165;75;21
2022;Mathématiques Spécialité,Sciences Economiques et Sociales Spécialité;Licence Pluri Langues;17;11;0
2022;Mathématiques Spécialité,Sciences Economiques et Sociales Spécialité;Licence Pluri Lettres - Sciences du langage - Arts;31;29;2
2022;Mathématiques Spécialité,Sciences Economiques et Sociales Spécialité;BTS Production;663;332;97
2022;Mathématiques Spécialité,Sciences de la vie et de la Terre Spécialité;Licence MASS;527;406;86
2022;Mathématiques Spécialité,Sciences de la vie et de la Terre Spécialité;DCG;570;363;114
2022;Numérique et Sciences Informatiques,Humanités, Littérature et Philosophie;Licence Pluri Sciences humaines et sociales;0;0;0
2022;Numérique et Sciences Informatiques,Humanités, Littérature et Philosophie;Formations des écoles nationales vétérinaires;0;0;0
2022;Numérique et Sciences Informatiques,Humanités, Littérature et Philosophie;Ensemble des bacheliers;91;75;55
2022;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;BUT Service;115;42;19
2022;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Licence AES;10;7;3
2022;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Licence Sciences de l information et de la communication;32;11;5
2022;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Licence Sciences de l éducation;6;2;1
2022;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;Licence Pluri Lettres - Sciences du langage - Arts;2;1;0
2022;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;Licence Sciences juridiques;196;149;58
2022;Physique-Chimie Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Chimie;63;41;8
2022;Sciences Economiques et Sociales Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;BTS Service;14015;8041;2568
2022;Sciences Economiques et Sociales Spécialité,Humanités, Littérature et Philosophie;Licence Sciences de gestion;252;111;29
2022;Sciences Economiques et Sociales Spécialité,Humanités, Littérature et Philosophie;DEUST;86;27;8
2022;Sciences Economiques et Sociales Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Arts;1613;971;363
2023;Langues, littératures et cultures étrangères et régionales,Éducation physique, pratiques et culture sportives;CPGE ECG;1;0;0
2023;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;CPGE ECG;2;0;0
2023;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;DEUST;1;0;0
2023;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Ensemble des bacheliers;64;63;60
2023;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Sociologie, Démographie;3;2;1
2023;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Ecoles d'ingénieurs;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence LEA;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Physique et chimie;1;1;0
2023;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence LEA;1;1;0
2023;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Arts;3;1;0
2023;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Mécanique, Génie mécanique, Ingénierie mécanique;9;7;4
2023;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;Licence STAPS;88;51;30
2023;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;D.E  social;1;1;0
2023;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;D.E sanitaire;12;3;2
2023;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Licence Génie civil;4;4;2
2023;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Licence Histoire;27;18;4
2023;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;Licence L.AS;522;67;26
2023;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;Licence Pluri Lettres - Sciences du langage - Arts;2;2;0
2023;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;Licence Sciences économiques;134;75;13
2023;Physique-Chimie Spécialité,Sciences de l'ingénieur et sciences physiques;DEUST;9;1;0
2023;Physique-Chimie Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Physique;83;39;9
2023;Sciences Economiques et Sociales Spécialité,Humanités, Littérature et Philosophie;Formations d'ART;542;100;56
